EventID,ActorName,TargetName,HostName,ActorID,TargetID,HostID,DyadID,Host_agency,Event_type,Year,Month,Day,Quarter,Eventsummary,Source,Host_agency,Twelve_rule,Announcementform,Crackdownform,Crackdown_dislodged,Crackdown_dislodged_justification,Crackdown_Leadershipdecapitation,Crackdown_Leadershipdecapitation_summary,Crackdown_intrusive,Crackdown_joint,Crackdown_intrusive_joint_summary,Dom_territoryname,Accession_eventclarity,Accession_dateclarity,Pledge_eventclarity,Pledge_dateclarity,Crackdown_eventclarity,Crackdown_dateclarity,Dom_eventclarity,Dom_dateclarity
272,NDFB,India,Bhutan,363,750,760,793,,Accession,1991,NA,,1,"(1) ""NDFB (…) preferred to take shelter in Bhutan after the first organised military offensive in Assam named as ‘operation Bajrang’ took place on 27–28 November 1990."" (2) ""The royal government did not pay much attention to these groups as long as they were not threatening the Bhutanese people. From the safety of their bases in Bhutan, the ULFA and NDFB waged their hit-and-run attacks in Assam."" ",Mahanta 2013: 222; Mazumdar 2005: 569,,,,,,,,,,,,,5,4,,,,,,
273,NDFB,India,Bhutan,363,750,760,793,1,Pledge,2000,7,,,"(1) ""At last the Bhutan National Assembly passed a resolution at its 78th session in July 2000 favouring military action against the Northeast insurgent groups-ULFA and NDFB, to evict them from Bhutanese soil""; (2) ""[The 2003 mandate] was not, however, for the first time that the NAhad given such a mandate. Earlier, the 78th NA that met between June 25 and July 26,2000 had also passed a resolution of this intent (...) The then Bhutanese Home Minister, Lyonpo Thinley Gyamsto, also introduced a four-point course of action, including cutting off ration supply to the terrorists, punitive action against the individuals and groups found guilty of helping the terrorists (...)  and military action against the terrorists, if all other efforts fail"" "" ",Kotwal 2001-12: 2227; Kumar 2004: 393,1,,4,,,,,,,,,,,,5,5,,,,
274,NDFB,India,Bhutan,363,750,760,793,,Toleration,2001,9,7,,,,,1,,,,,,,,,,,,,,,,,,
275,NDFB,India,Bhutan,363,750,760,793,1,Pledge,2003,5,17,,"(1) ""Bhutanese King Jigme Singhye Wangchuk calls upon the people to volunteer for formation of a ‘militia force’ to counter Indian insurgent groups–ULFA, NDFB and the KLO on its soil.""; (2) ""On May 17, 2003, Bhutanese King Jingme Singhye Wangchuk called upon the people to volunteer for formation of a militia force to counter Indian militant groups ULFA, NDBF and the KLO on its soil. Media report says that the 81st National Assembly of Bhutan adopted a resolution for the last attempt to persuade ULFA, NBFD, and the KLO to close down their camps within this year peacefully failing which terrorist would face military action.""",SATP 2010: 100; https://www.globalsecurity.org/military/world/para/ulfa.htm,1,,1,,,,,,,,,,,,5,5,,,,
276,NDFB,India,Bhutan,363,750,760,793,1,Crackdown_dislodged,2003,12,19,,"(1) ""With stunning ease, the RBA overran the [camps] (…) the RBA captured the main NDFB camp at Tikri (also in Samdrup Jongkhar) (…) By December 19, just five days into the operation, all 30 camps had been overrun and captured.” ; (2) ""Bhutan’s royal government was still apprehensive about allowing a foreign army to enter its territory and thus was not keen on inviting the Indian Army to conduct operations. (...) it was thought best to allow the Bhutanese themselves to act (...) [yet] Throughout the operation, the Indian Army was in touch with the RBA through Major General S. S. Dhillon, commandant of the Indian Military Training Team (IMTRAT) in Bhutan, who coordinated with the chief operations officer (COO) of the RBA, Lieutenant General G. G. Lam Dorji, who was based in the Bhutanese capital Thimphu and reported directly to King Wangchuk. Thus, any request for assistance by the RBA in terms of logistics, medical evacuation, surveillance, and communications was promptly communicated to both Indian army corps.""; (3) ""[In] Bhutan in 2003, the Indian Army never formally violated the Himalayan Kingdom’s sovereignty. Rather, the assault was carried out in close coordination with the Royal Bhutan Army and its police, with the Indian Army deployed along the Indian side of the border to trap the rebels in a pincer-style attack.""; (4) ""On December 15, 2003, the 6,000-person-strong RBA launched simultaneous attacks on the ULFA, NDFB, and KLO camps in the southern districts of Bhutan as part of Operation All Clear.""; (5) ""The Indian Army provided logistical support (...) to the RBA during Operation All Clear. The Indian Army’s 4 Corps, based at Tezpur, Assam, sealed the 266-kilometer-long Indo-Bhutan border to prevent militants from escaping into India""","Mazumdar 2005: 575, 574 (Gogoi 2016: 551); Mazumdar 2005: 574-76; Beehner 2016: 273; Mazumdar 2005: 575; Mazumdar 2005: 575",1,,,3,,"""With stunning ease, the RBA overran the [camps] (…) the RBA captured the main NDFB camp at Tikri (also in Samdrup Jongkhar) (…) By December 19, just five days into the operation, all 30 camps had been overrun and captured.” (Hussain 2006: 575, 574)",0,"""Nor was the top leadership of the NDFB present in Bhutan; its losses, in terms of the capture of top- and middle-level leaders, were not as significant as those of the other two groups."" (Mazumdar 2005: 576)",0,1,"(1) ""Throughout the operation, the Indian Army was in touch with the RBA through Major General S. S. Dhillon, commandant of the Indian Military Training Team (IMTRAT) in Bhutan, who coordinated with the chief operations officer (COO) of the RBA, Lieutenant General G. G. Lam Dorji, who was based in the Bhutanese capital Thimphu and reported directly to King Wangchuk. Thus, any request for assistance by the RBA in terms of logistics, medical evacuation, surveillance, and communications was promptly communicated to both Indian army corps.""; (2) ""[In] Bhutan in 2003, the Indian Army never formally violated the Himalayan Kingdom’s sovereignty. Rather, the assault was carried out in close coordination with the Royal Bhutan Army and its police, with the Indian Army deployed along the Indian side of the border to trap the rebels in a pincer-style attack.""; (3) ""The Indian Army provided logistical support (...) to the RBA during Operation All Clear. The Indian Army’s 4 Corps, based at Tezpur, Assam, sealed the 266-kilometer-long Indo-Bhutan border to prevent militants from escaping into India""",,,,,,5,5,,
277,NDFB,India,Myanmar,363,750,775,793,,Accession,2010,5,3,,"(1) ""Under pressure in Bangladesh, anti-talk faction of the NDFB recently established a camp in Myanmar and is located near a camp of KYKL""; (2) ""[By the summer of 2010] The outfit is still maintaining its bases in the Khagrachari area of Bangladesh, while the newly set up bases of the outfit in Myanmar are being maintained with the help of Manipur-based KYKL.""",SATP 2014: 71; SATP 2013: 35,,,,,,,,,,,,,4,4,,,,,,
278,NDFB,India,Myanmar,363,750,775,793,1,Crackdown,2011,11,,,"(1) ""[In September 2011] NDFB, besides PLA, UNLF, and PREPAK, among others, maintain and operate bases in [Myanmar]. The Myanmar Army had [that month] mounted an operation against the militant outfits and destroyed some camps""; (2) [However, by November 2011] The Central Government has formally confirmed that several militant outfits of Northeast, including ULFA, NDFB, both factions of NSCN have camps in Sagaing Region, and States of Chin and Kachin in Myanmar.""",SATP 2013: 11; SATP 2014: 23,1,,,1,,,0,,0,0,,,,,,,4,4,,
279,NDFB,India,Myanmar,363,750,775,793,,Toleration,2012,11,,,"(1) ""[In 2013] Militant outfits having bases in Myanmar, including the ULFA-I and the NDFB-IKS, have started re-using the routes through Nagaland to enter the State""; (2) ""Joint Secretary in the MHA [Indian Ministry of Home Affairs] Shambhu Singh said that Myanmar is not at all interested to take action against the northeastern militants based in that country""",SATP 2015: 28; SATP 2015: 29,,1,,,,,,,,,,,,,,,,,,
280,NDFB,India,Myanmar,363,750,775,793,1,Pledge,2013,6,20,,"(1) ""India and Myanmar have agreed to cooperate to prevent cross border movement of armed groups, share information on seizure of arms and check arms smuggling/drug trafficking (…) the agreement was reached during the 20th Sectoral Level (Joint Working Group) Meeting between Myanmar and India held in Bagan, Myanmar, from June 19-20. (...) Myanmar side was requested not to allow operations by insurgent groups along the Indo-Myanmar border. ""; (2) ""However, till date, the Myanmar Army has not launched full-scale operations against the militant groups.""",SATP 2015: 20; SATP 2015: 7,1,,2,,,,,,,,,,,,4,4,,,,
281,NDFB,India,Myanmar,363,750,775,793,,Toleration,2014,6,20,,"(1) ""[In March 2014] GoI also believed to be upset over a report that other insurgent groups [from the Northeast] were ""getting shelter and allowed to roam freely in the Khaplang domain in Myanmar.""""; (2) ""[As of October 2015] According to information available with the security agencies, at least 200 cadres of the NDFB-IKS are staying in the camps in Myanmar, including two batches of new recruits. The outfit is not in a position to send them to Assam, while, the leaders are finding it tough to sustain the camps in Myanmar. Facing severe financial crunch, the NDFB-IKS militants are now engaged in cultivation near the camps in Myanmar.""",SATP 2016; SATP 2020,,1,,,,,,,,,,,,,,,,,,
282,NDFB,India,Myanmar,363,750,775,793,1,Crackdown,2019,2,2,,"(1) ""One ULFA (I) rebel was killed and another one apprehended by Myanmar Army during the operations launched by them against Northeast insurgent groups at Taga in Myanmar’s Sagaing division. Myanmar army launched offensive to flush out Northeast rebel groups–ULFA-I, NSCN-K, NDFB-S and KLO—who have bases in the Burmese territory.""",Chakraborty 2019,1,,,3,,,0,,0,0,,,,,,,4,4,,
283,NDFB,India,Myanmar,363,750,775,793,1,Crackdown_dislodged,2019,4,30,,"(1) ""Militants from Northeast are facing heat following the operation launched in Myanmar. Several militants belonging to anti-talk faction of ULFA are coming back and surrendering in Assam.""; (2) ""the Myanmar Army destroyed several training camps in 2019 under an exercise codenamed, “Operation Sunrise”.""; (3) ""During 2019–2020, the Myanmar Army (Tatmadaw) launched three coordinated military operations with the Indian Army codenamed Operation Sunrise against several insurgent groups of the Northeast.66 Military action by the Tatmadaw destroyed several rebel camps in Myanmar, forcing many of them to cross back into India and surrender. In fact, these operations contributed, to some extent, in ending Bodo militancy in Assam.""; (4) ""Around a dozen insurgent operating bases and camps have been “smashed” along the India-Myanmar border, with the armies of the two countries working in close coordination to eliminate threats in the region""",Singh 2019; Dutta 2022; Das 2022: 482; The Times of India 2019,1,,,3,,"""militants (…) of ULFA are coming back and surrendering in Assam.""",0,,0,1,"(1) ""Myanmar Army (Tatmadaw) launched three coordinated military operations with the Indian Army codenamed Operation Sunrise""; (2) ""India and Myanmar have conducted two synergised operations against insurgents",,,,,,4,4,,
284,NDFB,India,Myanmar,363,750,775,793,,Toleration,2021,10,,,,,,1,,,,,,,,,,,,,,,,,,
285,NDFB,India,Myanmar,363,750,775,793,1,Pledge,2021,12,,,"(1) ""In December 2021, India’s foreign secretary, Harsh Vardhan Shringla, visited Myanmar securing assurance for continued action against insurgent groups targeting the Northeast region. """,Dutta 2022,1,,2,,,,,,,,,,,,4,4,,,,
286,NDFB,India,Myanmar,363,750,775,793,,Toleration,2022,12,,,"(1) ""In the last couple of months, there have been a considerable number of articles published in the media by prominent security and defense analysts on the regrouping of insurgent outfits of India’s Northeast in Myanmar.""; (2) ""Myanmar’s military stands largely isolated after its February 2021-coup except for meaty support from China, which has given Paresh Baruah a shelter to carry out his insurgency activities in the Northeast.""",Goswami 2022; Dutta 2022,,1,,,,,,,,,,,,,,,,,,
287,NLFT,India,Bangladesh,307,750,771,740,,Accession,2000,NA,,1,"(1) ""[For the first time ever, in] June 12: Chief Minister Manik Sarkar [of India] discloses that the State government has submitted to the Union government a comprehensive report containing details and precise location of 21 NLFT and eight All Tripura Tiger Front (ATTF) base camps in neighbouring Bangladesh.""",SATP 2012,,,,,,,,,,,,,4,4,,,,,,
288,NLFT,India,Bangladesh,307,750,771,740,1,Crackdown,2006,9,,,"(1) ""[Following crackdowns,]  Tripura Chief Minister, Manik Sarkar, said at a press briefing, ""Total number of NLFT and ATTF hideouts in Bangladesh has reduced from 56 to 26 recently""",SATP 2012,1,,,3,,,0,,0,0,,,,,,,3,3,,
289,NLFT,India,Bangladesh,307,750,771,740,1,Pledge,2009,1,,,"(1) ""[Upon inaguration in January] 2009, Prime Minister Sheikh Hasina pledged not to allow her country’s territory to be used by groups inimical to India’s interests.""; (2) ""After the pro-India Awami League swept to power in [Bangladesh in] 2008, the ULFA rank and file knew their days in the country were numbered. The safer option was to relocate to the camps in Myanmar, but that would have meant crossing over to Arakan in Burma from Bangladesh, which entailed a month-long arduous journey through hundreds of kilometres of inhospitable terrain to Chin Province and then onward to Sagaing Division.""; (3) ""Dhaka and New Delhi took significant steps to formalise security cooperation when Sheikh Hasina visited New Delhi in January 2010. Three agreements on security cooperation were signed at the summit meeting with Manmohan Singh: Mutual Legal Assistance on Criminal Matters; Transfer of Sentenced Persons; and Combating International Terrorism, Organised Crime, and Illicit Drug Trafficking. The two countries have also initiated discussions on an extradition treaty""; (4) ""February 8: Telegraph reports that the Unified Command Structures of Assam and Arunachal Pradesh have launched a joint operation to neutralize transit camps (...) The objective is to stop the militants from moving out of Bangladesh and from reaching Myanmar. The Sheikh Hasina regime has made her stand very clear vis-à-vis militant groups from India operating from Bangladeshi soil. Things will only get tough for the rebels in Bangladesh,"" he added.""; (5) ""after the AL came to power with a huge mandate, in 2009, the government took steps for course correction. As a result, India showed a positive outlook for the AL-led Bangladesh Government, which, in turn, established a strong bond between them.""",Bhattacharjee 2018: 305; Bhattacharyya 2014: 106; Chakma 2012: 13; SATP 2010: 24; Rana 2018: 566,1,,1,,,,,,,,,,,,5,2,,,,
290,NLFT,India,Bangladesh,307,750,771,740,1,Crackdown,2009,9,14,,"(1) ""NLFT militants were facing serious crisis because of large-scale desertion and about 23 camps run by the NLFT in Chittagong Hill Tracts of Bangladesh had been closed down. With assumption of power by the Sheikh Hasina-led Government in Bangladesh, the Army had launched a drive against the Northeast militants and demolished several camps and issued quit notices.""; (2) ""[Yet, months later,] it had recruited 40 tribal youths and sent them to the Chittagong Hill Tracts of Bangladesh for training in guerrilla warfare""",SATP 2012; SATP 2012,1,,,3,,,0,,0,0,,,,,,,3,3,,
291,NLFT,India,Bangladesh,307,750,771,740,1,Crackdown_dislodged,2015,12,1,,"(1) ""Number of insurgent hideouts has been reduced in Bangladesh although some groups are still functioning there (...) Some developments have taken place in Bangladesh since the BSF is having good relation with its Bangladesh counterpart. ""It's now very difficult for the ultras to operate from the neighbouring country."" [confirmed Indian authorities]""; (2) ""[In January 2016, Indian officials said] ""We can now say the banned militants of Tripura now do not have any support base or infrastructure""""; (3) ""[By October 2016, it was reported that] Over the past six months, 33 NLFT rebels with a huge quantity of arms and ammunition have surrendered to the Tripura Police after escaping from their hideouts in Bangladesh.""",SATP 2015; SATP 2016; SATP 2016,1,,,3,,"(1) ""It's now very difficult for the ultras to operate from the neighbouring country."" [confirmed Indian authorities]""; (SATP 2015); (2) ""[In January 2016, Indian officials said] ""We can now say the banned militants of Tripura now do not have any support base or infrastructure"" (SATP 2016)",0,,0,0,,,,,,,4,4,,
292,NLFT,India,Bangladesh,307,750,771,740,0,Crackdown,2017,2,,,"(1) ""The BSF has informed the BGB that seven militant outfits from the Northeast have set up as many as 20 camps in Bangladesh. Sources in the BSF said the NLFT has 10 camps""",SATP 2017,0,,,,,,0,,0,0,,,4,4,,,,,,
293,NSCN-IM,India,Myanmar,223,750,775,508,,Accession,1988,4,30,,"(1) ""The majority of these armed groups [including the NSCN-IM's predecessor] established their camps in Myanmar in the mid-1970s.""; (2) ""on April 30, 1988, the NSCN split into two factions, namely the NSCN-K led by S S Khaplang, and the NSCN-IM, led by Isak Chisi Swu and Thuingaleng Muivah""; (3) ""Under a military agreement between the two countries in 1987, they planned to improve coordination and to conduct joint operations against the many insurgent groups that are based in Myanmar, including those that fight against India.""; (4) ""[Yet] In 1988, India strongly backed the Burmese pro-democracy movement and Yangon fell out with Delhi. The Burmese Communist Party broke up as a result of an ethnic revolt by the Wa tribesmen and China stopped backing anti-Myanmar rebels to develop close relations with the military junta. That is when the Myanmar army stopped cooperating with the Indians and the Research and Analysis Wing cultivated the Kachin Independence Organization""",Routray 2011: 314; SATP 2016; Hazarika 1995; Telegraph India 2015,,,,,,,,,,,,,4,4,,,,,,
294,NSCN-IM,India,Myanmar,223,750,775,508,1,Pledge,1994,1,21,,"(1) ""The India–Myanmar Border Trade Agreement was signed on 21 January 1994""; (2) ""In the mid-1990s, the two states agreed on the intention of increasing cooperation and preventing insurgency and crime, and the Indian Army Chief visited Myanmar.""; (3) ""A Memorandum of Understanding (MoU) was signed on 21 January 1994 to increase cooperation between civilian border authorities of the two countries and to prevent “illegal and insurgent activities” (...) [Still,] it was only with the advent of the Bharatiya Janata Party (BJP)-led National Democratic Alliance (NDA) government in 1998 that a real transformation started gaining pace. (...) “During this phase (which continues to date), there have been military to military dialogues and political rapprochement. The stakes have also included management of security situation in the North-east"";",ERIA 2020: 23; Basit 2018: 77; Routray 2011: 305,1,,2,,,,,,,,,,,,4,4,,,,
295,NSCN-IM,India,Myanmar,223,750,775,508,1,Crackdown,1995,4,25,,"(1) ""For the first time since the 1980's, Indian and Burmese troops have been cooperating in a military operation against Indian insurgents, trapping the rebels in a pincers movement near the border, intelligence officials and diplomats say. (…) The joint operation against three groups of insurgents [including the NSCN-IM] began in [late April]""; (2) ""In a major joint Indo-Myanmar anti-insurgency drive in April 1995, the Indian and Myanmarese Armies launched a pincer attack on a group of some 200 Indian insurgents, codenamed ‘Operation Golden Bird,' along the border with Mizoram. Up to 60 ULFA and other Northeast Indian insurgents were killed and several others arrested during the 44-day offensive.""; (3) ""the Common Border Trade Agreement of 1994 and a gradual improvement of the bilateral relationship. In 1995, India and Myanmar even conducted a joint military operation against ethnic guerrilla groups along the Mizoram border""; (4) ""[During] ""Operation Golden Bird"", when the Burmese Army functioned on its side of the border and we functioned on ours. There was a column of the NSCN (IM) escorting representatives of the ULFA carrying head loads of arms from the Chittagong Hill Tracts. They were intercepted on the Manipur-Burma border. There was a running fight. The column was hit hard and suffered casualties. We seized a large number of arms. The Burmese Army operated in the Chin Hills. It was a successful operation.""; (5) ""They [India and Myanmar] launched a number of counter-militancy operations in following years aimed at curbing India-hostile militant organizations, where Burmese forces for instance contributed by blocking the militants’ escape routes""; (6) ""But suddenly, Myanmar pulled out of the joint operation, allowing the trapped rebel column to escape. Analysts link this with India’s 1993 decision to award Aung San Syu Kyi with the Jawaharlal Nehru Peace Prize.""; (7) ""This joint counterinsurgency operation considerably weakened these rebel groups, but Rangoon withdrew before this operation could produce even more successes after India granted the Nehru Prize for International Understanding to Aung San Suu Kyi""; (8) ""During Operation Golden Bird, a 1995 border skirmish involving rebels from the United Liberation Front of Asom (ULFA), the operation was carried out by joint Indian-Burmese forces, but the Indian army never technically entered Myanmar.""; (8) ""In this joint India-Myanmar military operation, India’s 57th Mountain Division managed to block a huge rebel column encompassed more than 200 rebels from NSCN, ULFA, and Manipuri separatists who were moving through the MizoramMyanmar border. The rebel columns had previously picked up weapon consignments from Cox Bazar in Bangladesh and headed towards Manipur. However, Myanmar’s military pulled off half way of the joint operation to show their protest against the decision made by the government of India to award the Nehru Peace Prize to Myanmar’s pro-democracy leader Aung San Suu Kyi. The pulling out of Myanmar’s military in the joint operation had resulted in the trapped rebel columns to escape. The “Golden Bird” joint military operation between India and Myanmar failed.""",Hazarika 1995; Hussain 2006: 36-37; Gottschlich 2017: 174; (see also Mirsa 2000: 79;) Mizzima 2006; Basit 2018: 77; Routray 2011: 315; Egreteau 2008: 941; Beehner 2016: 273; Ayob 2023: 726,1,,,3,,"""However, once the [Myanmarese] soldiers have gone back from these [base] areas [in this period], the rebels reclaimed their facilities."" (Routray 2011: 315)",0,,0,1,"(1) ""For the first time since the 1980's, Indian and Burmese troops have been cooperating in a military operation against Indian insurgents, trapping the rebels in a pincers movement near the border, intelligence officials and diplomats say.""; (2) ""In a major joint Indo-Myanmar anti-insurgency drive in April 1995, the Indian and Myanmarese Armies launched a pincer attack on a group""",,,,,,4,4,,
296,NSCN-IM,India,Myanmar,223,750,775,508,,Toleration,1995,6,1,,"(1) ""But suddenly [in 1995], Myanmar pulled out of the joint operation, allowing the trapped rebel column to escape. Analysts link this with India’s 1993 decision to award Aung San Syu Kyi with the Jawaharlal Nehru Peace Prize.""",Routray 2011: 315,,1,,,,,,,,,,,,,,,,,,
297,NSCN-IM,India,Myanmar,223,750,775,508,1,Pledge,1999,7,,,"(1) ""In July 1999, the Indian and Myanmarese home ministries held a meeting in New Delhi to identify means to strengthen cooperation on issues like cross-border terrorism and setting up better communication links.""; (2) ""the officials  of India and Myanmar [did] hold meetings [in July] 1999. Both the countries agreed on  the following issues (i) to check movement  of separatist across border (ii) to strength  communication network along the internal  borderline, (iii) to set up measures to check  narcotics smugglings and to launch joint  operation against the separatist on the both  sides of border""",Routray 2011: 306; Singh and Sandu 2014: 389,1,,1,,,,,,,,,,,,3,4,,,,
298,NSCN-IM,India,Myanmar,223,750,775,508,1,Crackdown,2000,2,6,,"(1) ""On February  6, 2000, near about one thousand Burmese troops attack on NSCN Headquarter in  Burma. This operation [ran] over a week  and they got success.""; (2) ""This military co-operation has been generally continuing between the two nations despite some ups and downs in recent years.""; (3) ""They [India and Myanmar] launched a number of counter-militancy operations in following years aimed at curbing India-hostile militant organizations, where Burmese forces for instance contributed by blocking the militants’ escape routes""; (4)  ""However, the Myanmar Army launched several other anti-insurgency operations along the border in the 2000s""",Singh and Sandhu 2014: 389;  Basit 2018: 77; Kundu 2015: 73,1,,,3,,"""However, once the [Myanmarese] soldiers have gone back from these [base] areas [in this period], the rebels reclaimed their facilities."" (Routray 2011: 315)",0,,0,0,,,,,,,4,4,,
299,NSCN-IM,India,Myanmar,223,750,775,508,,Toleration,2002,11,,,,,,1,,,,,,,,,,,,,,,,,,
300,NSCN-IM,India,Myanmar,223,750,775,508,1,Crackdown,2004,1,5,,"(1) ""Separatist rebels fighting for an independent homeland in Nagaland on the India-Burma border say they have beaten back a Burmese military assault. (...) The Indian army said it had little knowledge of the Burmese operation but a senior military intelligence official said additional Indian forces had been deployed on the border to prevent rebels crossing. (...) Analysts say the Burmese army may not be able to overrun and hold the Naga rebel bases because of the difficult terrain and the extended supply lines which the Naga guerrillas can ambush at will.""; (2) ""Burma has so far neither agreed to joint operations suggested by India nor obliged her by undertaking a comprehensive Bhutan-style operation along her western borders. But its army has attacked some of the NSCN (Khaplang) bases and warned other rebel groups to leave or face attacks.""",BBC 2004; Bhaumik 2005,1,,,2,,,0,,0,0,,,,,,,3,3,,
301,NSCN-IM,India,Myanmar,223,750,775,508,,Toleration,2005,1,5,,,,,1,,,,,,,,,,,,,,,,,,
302,NSCN-IM,India,Myanmar,223,750,775,508,1,Crackdown,2005,12,8,,"(1) ""A faction of Naga separatist rebels in north-east India say five of their bases in Burma's Sagaing division have come under attack. A rebel spokesman told the BBC a whole brigade of Burmese troops are closing in on these bases, forcing the rebels to fight a rearguard action. (...) Burmese troops are firing mortars and light artillery on the bases. (...) three NSCN fighters were captured by the Burmese troops and few injured. (...) But its bases in Burma have been attacked at regular intervals by Burmese troops in the past two years.""; (2) ""Burma has so far neither agreed to joint operations suggested by India nor obliged her by undertaking a comprehensive Bhutan-style operation along her western borders. But its army has attacked some of the NSCN (Khaplang) bases and warned other rebel groups to leave or face attacks.""",BBC 2005; Bhaumik 2005,1,,,3,,,0,,0,0,,,,,,,3,3,,
303,NSCN-IM,India,Myanmar,223,750,775,508,,Toleration,2006,12,8,,"(1) ""A joint operation was conducted during 2005 and 2006 but due to lack of  commitment on the part of Burma, these operations did not bear any fruit""",Singh and Sandhu 2014: 389,,1,,,,,,,,,,,,,,,,,,
304,NSCN-IM,India,Myanmar,223,750,775,508,1,Crackdown,2009,11,5,,"(1) ""Burmese troops have surrounded a base of Naga separatists in the country's northwest and begun bombing it, Indian military officials said. They said Indian troops have fanned out in the hills opposite this base in Sagaing to arrest any rebels who may try to flee into Indian territory. (...) Indian troops confirmed heavy shelling of the Naga rebel base since late on Thursday but were not sure whether the Burmese had launched an infantry assault. Burma's military junta has been under Indian diplomatic pressure to launch assaults against northeast Indian rebel bases in its territory for some time now. But the junta has cited counter-insurgency commitments elsewhere in the country for not starting an offensive against these bases located mostly in Sagaing division in the hilly northwest of the country.""",BBC 2009,1,,,3,,,0,,0,0,,,,,,,3,3,,
305,NSCN-IM,India,Myanmar,223,750,775,508,1,Pledge,2010,7,26,,"(1) ""In 2010, India and Myanmar signed an agreement allowing Indian forces to pursue insurgents across the border.""; (2) ""A strategic pact signed between India and Myanmar has been hailed in the country’s northeast as a major step forward in combating terror and boosting trade and commerce between the two neighbouring nations. “The agreement between the two countries to offer mutual legal assistance in criminal matters would surely help in tackling insurgency in the northeast with a number of militant groups active in the region having bases inside Myanmar,” Biren Singh, senior Manipur minister and state government spokesperson, told IANS. The pact was signed in New Delhi Tuesday during Myanmar military ruler Than Shwe’s visit.""; (3) ""India has signed a mutual legal assistance agreement through which Indian insurgents held in Myanmar can be deported for trial under Indian laws. India had been pushing for the pact with Myanmar for two-and-a-half decades. It was signed during the 25-29 July visit of Than Shwe, the leader of Myanmar’s military government.""",Vishwanathan 2015: 2; Hussain 2010; Roche 2010,1,,2,,,,,,,,,,,,4,4,,,,
306,NSCN-IM,India,Myanmar,223,750,775,508,,Toleration,2011,7,26,,"(1) ""[Yet as of 2011] Indian Army sources believe that, currently, there are approximately 40 to 50 camps of Northeast-based insurgent groups in Myanmar. Out of these 25 to 30 are identified as bigger camps or of established nature. The long presence of the insurgents in Myanmar has provided them with a vital sense of security""",Routray 2011: 315,,1,,,,,,,,,,,,,,,,,,
307,NSCN-IM,India,Myanmar,223,750,775,508,1,Pledge,2014,5,10,,"(1) ""India and Myanmar have signed a Memorandum of Understanding (MoU) on Border Cooperation. The MOU was signed by Mr Gautam Mukhopadhaya, Ambassador of India to Myanmar, and Major General Kyaw Nyunt, Deputy Defence Minister of Myanmar, in Nay Pyi Taw on May 8, 2014. The MoU provides a framework for security cooperation and exchange of information between Indian and Myanmar security agencies. A key provision is that of conduct of coordinated patrols on their respective sides of the international border and the maritime boundary by the Armed Forces of the two countries Both sides have agreed to exchange information in the fight against insurgency""; (2) ""[The 2010 Agreement] was followed by a memorandum of understanding signed in May 2014 that provided for coordinated patrolling and intelligence sharing.""; (3) ""[Still, five months later,] An MHA [Indian] Source stated that ""We will raise the issue of NSCN-IM sending even more people to Myanmar"" during meeting with Myanmar officials on October 12.""",Ministry of External Affairs 2014; Vishwanathan 2015: 2; SATP 2014,1,,2,,,,,,,,,,,,4,4,,,,
308,NSCN-IM,India,Myanmar,223,750,775,508,1,Crackdown,2015,6,4,,"(1) ""While the initial Indian Army statement cloaked the operation in ambiguity and reported that it was carried out along the border, Minister of State for Information and Broadcasting Rajyavardhan Singh Rathore told media that the ‘surgical strikes had been carried out a few kilometres inside Myanmar’. Zaw Htay, the director of the office of Myanmar President Thein Sein, also acknowledged the fact that the operation was carried out inside Myanmar [with Myanmar's accept].""; (2) ""There was surely a military assault on a rebel base, on the border with Myanmar or somewhat inside it. (...) [Yet]  the rebel camp attacked on the border is just one of the many transit camps that dot the India-Myanmar frontier and serve as a ""hop-in"" point for bigger rebel squads coming into Indian territory from deeper-and bigger-rebel bases, it would have some effect in combating insurgency in the northeastern states. (...) The ""transit camps"" allow bigger rebel squads to rest after a long march from deep inside Myanmar and observe movement of Indian security forces (...) before they enter Indian territory for operations. (...) A member of Modi’s cabinet, Prakash Javadekar, told reporters the operation was carried out with Burmese assistance""; (3) ""On June 9, 2015, the Indian army reportedly carried out a pre-dawn “surgical strike” against two rebel bases of Naga and Manipuri separatists in western Myanmar.""",Vishwanathan 2015: 1; Bhaumik 2015: 16; Beehner 2018: 400; Beehner 2016: 272,1,,,3,,"(1) ""However, this cooperation was not in full coordination or agreement, and Burmese efforts were sporadic and lacked effective border security regimes"" (Basit 2018: 77); (2) ""[Yet]  the rebel camp attacked on the border is just one of the many transit camps"" (Holtz 2015)",0,,1,0,"(1) ""the Indian army reportedly carried out a pre-dawn “surgical strike” against two rebel bases of Naga and Manipuri separatists in western Myanmar.""",,,,,,5,5,,
309,NSCN-IM,India,Myanmar,223,750,775,508,,Toleration,2016,6,9,,,,,1,,,,,,,,,,,,,,,,,,
